loanId,borrowerId,loanType,loanPurpose,originationDate,maturityDate,originalPrincipal,currentBalance,interestRate,termMonths,paymentAmount,paymentStatus,daysPastDue,lastPaymentDate,borrowerState,borrowerZip,creditScore,creditGrade,employmentLength,incomeBand,appraisedValue,servicerId,servicerName,lastUpdatedAt,documentStatus,sourceSystem,verificationStatus,version,recordHash
LN-000276,B-00049,HELOC,Home improvement,2016-12-11,2023-12-11,744500.00,361584.62,6.4250,84,11028.39,CURRENT,0,2026-06-09,CA,47243,744,A-,3 years,75-100k,1105000.00,SVC-03,SVC-03 Servicing LLC,2026-07-21T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,7e8e380de76a35d2f2ac477dffc15f204f2d033fc7ced6480ae498c250d1e2a8
LN-000277,B-00165,ARM,Debt consolidation,2024-06-15,2034-06-15,371000.00,190863.51,7.0710,120,4321.21,CURRENT,0,2026-07-14,CA,06898,605,B+,2 years,<50k,573000.00,SVC-03,SVC-03 Servicing LLC,2026-07-17T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,ef6d9faa34554f97003e5866e24215e11eff9e9cebdc7cf9725fc27f6dce2f1a
LN-000278,B-00350,PERSONAL,Debt consolidation,2021-09-11,2051-09-11,497500.00,445854.87,6.1710,360,3037.68,CURRENT,0,2026-07-03,GA,22732,,C+,3 years,150-250k,762000.00,SVC-05,SVC-05 Servicing LLC,2026-07-26T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,7167e651e1ae9bfe0068a531cabd9f95e4506e82d8c0bde99fef1a535e4ef05e
LN-000280,B-00050,FIXED,Cash-out refi,2019-06-09,2034-06-09,53500.00,50771.28,4.0600,180,397.34,CURRENT,0,2025-08-10,AZ,67151,665,B,2 years,250k+,68000.00,SVC-06,SVC-06 Servicing LLC,2025-08-26T00:00:00.000Z,PARTIAL,ENCOMPASS,VERIFIED,2,0ae687c369f8e51ee520178ebb12e2b20cc670549d04f5ab38bc8454b69d7469
LN-000281,B-00357,FIXED,Cash-out refi,2017-07-03,2047-07-03,650000.00,437320.97,6.0620,360,3923.03,CURRENT,0,2026-06-12,GA,76027,643,C+,7 years,50-75k,909000.00,SVC-05,SVC-05 Servicing LLC,2026-07-25T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,13dce9258eb9a6c45d7b6253e9b4ba4c76aaea5a5169b6795176d4dfd14ef008
LN-000282,B-00146,AUTO,Home improvement,2018-08-19,2048-08-19,132000.00,83274.71,6.2670,360,814.21,CURRENT,0,2026-07-02,CA,57602,,B+,1 year,100-150k,203000.00,SVC-04,SVC-04 Servicing LLC,2026-07-08T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,fed8a6080b6370a5fa4a1026946d0f893a35c2cc2eaddcf2d9ca942ad15845cb
LN-000283,B-00109,PERSONAL,Purchase,2018-06-14,2048-06-14,752000.00,444357.09,4.4570,360,3791.08,DEFAULT,90,2026-06-19,WA,03532,736,C+,5 years,50-75k,903000.00,SVC-02,SVC-02 Servicing LLC,2026-07-09T00:00:00.000Z,MISSING,BLACKKNIGHT,REJECTED,1,dc777dae7598864d079c5bd30da7c0f05815a60c1cae988110532f6fdb8a6501
LN-000284,B-00188,PERSONAL,Cash-out refi,2021-01-20,2051-01-20,379500.00,258027.09,7.8220,360,2737.69,CURRENT,0,2026-07-13,MO,82664,729,C,< 1 year,250k+,575000.00,SVC-02,SVC-02 Servicing LLC,2026-07-24T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,d105fbd57022e1e091ab4e324c77d019a6bcabf9d11522163b76c0123f361314
LN-000285,B-00273,FIXED,Home improvement,2016-04-20,2046-04-20,292000.00,133333.36,6.2100,360,1790.30,DELINQUENT,90,2026-06-22,TX,59478,606,A,7 years,<50k,371000.00,SVC-04,SVC-04 Servicing LLC,2026-07-20T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,2,52f30f6a674fa08e0383a36c33ac91930187af61dafdf14e4c14d2cf80ebf0cb
LN-000286,B-00025,FIXED,Refinance,2019-03-22,2024-03-22,613500.00,334490.62,6.8070,60,12092.25,CURRENT,0,2026-06-13,GA,05513,,A,5 years,250k+,918000.00,SVC-03,SVC-03 Servicing LLC,2026-07-13T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,2,82c1da3ba6dad07ca459403bcb49f8144f3db373b149f83e1a6bf16aad0ccb6d
LN-000287,B-00080,FIXED,Home improvement,2018-11-01,2048-11-01,561000.00,352429.33,7.1280,360,3780.70,CURRENT,0,2026-07-02,NC,09340,790,C,2 years,50-75k,812000.00,SVC-02,SVC-02 Servicing LLC,2026-07-19T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,bb6c7ebaa8dd42ff82acf511495a3b25f31ef32e07ad80ff9f08870972ffe5da
LN-000288,B-00375,PERSONAL,Debt consolidation,2024-07-13,2054-07-13,410000.00,188318.66,7.6590,360,2911.55,CURRENT,0,2026-06-09,MA,78970,742,B+,2 years,<50k,598000.00,SVC-06,SVC-06 Servicing LLC,2026-07-18T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,a7749b4c68c423f544f31d69ac7b9b36f9e21c2e904012b62a310c99f1ba0847
LN-000289,B-00056,ARM,Cash-out refi,2019-09-23,2029-09-23,764000.00,410007.12,6.7420,120,8769.43,PAID_OFF,0,2026-06-28,NC,26950,635,B-,5 years,<50k,1213000.00,SVC-02,SVC-02 Servicing LLC,2026-07-27T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,3,28673e889011c1a49f593d28772cb962a8964007bb2b91cc5b5b77bc3bc2e5fd
LN-000290,B-00409,ARM,Cash-out refi,2024-02-23,2039-02-23,92500.00,70207.35,7.2050,180,842.05,CURRENT,0,2026-06-19,IN,94695,,B+,3 years,50-75k,119000.00,SVC-04,SVC-04 Servicing LLC,2026-07-18T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,1facb7e64091dd1a7640765bebe6e146044f25ed47190194d9809954ced285e0
LN-000291,B-00120,FIXED,Purchase,2018-03-02,2033-02-03,734500.00,487473.28,5.1340,180,5859.78,CURRENT,0,2026-07-13,FL,65771,761,C,< 1 year,50-75k,1014000.00,SVC-04,SVC-04 Servicing LLC,2026-07-22T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,de6c0b74cfe22aae0b96906cae43096931f4abf911ed0aa30c1973fcf8a50c8a
LN-000292,B-00229,AUTO,Home improvement,2017-05-26,2022-05-26,569000.00,435559.45,5.4680,60,10860.16,CURRENT,0,2026-06-07,OH,80306,765,B,1 year,75-100k,834000.00,SVC-02,SVC-02 Servicing LLC,2026-07-07T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,10cdf01c2d27fe2d70e990e7468a23b815e49bf1e77ae2acd3fddac1b5572fd2
LN-000293,B-00015,FIXED,Debt consolidation,2019-11-09,2026-11-09,771000.00,348702.70,4.2530,84,10628.68,DELINQUENT,45,2026-06-30,MD,45833,582,B-,10+ years,<50k,1166000.00,SVC-06,SVC-06 Servicing LLC,2026-07-06T00:00:00.000Z,COMPLETE,FISERV,REJECTED,2,b2041fd49d84cd1db105aa2d74a15e952d7dddc8731bcffcd9d01aa51305b98e
LN-000294,B-00338,FIXED,Cash-out refi,2017-12-28,2022-12-28,156000.00,127635.97,4.0430,60,2876.01,CURRENT,0,2026-06-21,WI,08294,,B+,2 years,50-75k,226000.00,SVC-01,SVC-01 Servicing LLC,2026-07-09T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,7a7ca68701cafe90018015a543fee4696cc889f51cc9eae7602724c8220f159a
LN-000295,B-00007,FIXED,Home improvement,2018-04-08,2048-04-08,176000.00,104608.12,8.2150,360,1317.90,CURRENT,0,2026-06-13,MO,40023,590,C,1 year,100-150k,207000.00,SVC-04,SVC-04 Servicing LLC,2026-07-19T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,e04f542d83a25725bdd6884243da92e8b7f96910d2c1b758a0c0fb823b0b6923
LN-000296,B-00024,FIXED,Debt consolidation,,2053-04-13,511000.00,470903.47,7.7850,360,3673.23,CURRENT,0,2026-06-30,MI,20586,613,B-,3 years,250k+,730000.00,SVC-06,SVC-06 Servicing LLC,2026-07-18T00:00:00.000Z,COMPLETE,LEGACY-AS400,REJECTED,1,2cee59b0e2c57df9cdc282282695ba13bd5292aff46873e45bb219a60efb21f1
LN-000297,B-00071,HELOC,Refinance,2022-03-03,2052-03-03,525500.00,496884.82,6.0630,360,3171.95,CURRENT,0,2026-06-16,OH,75920,692,B-,7 years,75-100k,662000.00,SVC-06,SVC-06 Servicing LLC,2026-07-27T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,9903c85b4203fde5a8f657c9780db6d0fe915a9896d02c2a2d77036aab838168
LN-000298,B-00271,AUTO,Refinance,2024-01-01,2054-01-01,570000.00,497576.33,5.8550,360,3364.48,CURRENT,0,2026-06-30,IN,32025,,C+,2 years,50-75k,906000.00,SVC-02,SVC-02 Servicing LLC,2026-07-06T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,a7cbfc70fc055bae134896f477bcf8b01debade6de355ad9bac377edd692cbac
LN-000299,B-00152,FIXED,Refinance,2024-12-06,2039-12-06,423500.00,224554.93,4.1090,180,3155.76,CURRENT,0,2026-07-19,WI,40132,759,B,< 1 year,50-75k,593000.00,SVC-05,SVC-05 Servicing LLC,2026-07-19T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,893ef33851ea21cc73b1a9153903f6ba9b515bd73901d3c05cca4ba4bd27a20b
LN-000300,B-00314,HELOC,Home improvement,2017-10-14,2047-10-14,114000.00,101081.61,4.6030,360,584.62,CURRENT,0,2026-06-06,MA,27435,786,A-,10+ years,50-75k,129000.00,SVC-03,SVC-03 Servicing LLC,2026-07-07T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,dc7f71311f4b8df7fed211167ff0b1bec126248db3fa171dd63dc209d85f6d15
LN-000301,B-00217,HELOC,Refinance,2019-06-20,2026-06-20,164500.00,95719.11,5.5550,84,2368.17,CURRENT,0,2026-07-04,NY,42235,703,A-,3 years,100-150k,202000.00,SVC-03,SVC-03 Servicing LLC,2026-07-20T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,572b542520ff1a70575a631e276cce622125e837aafcec3c7470cb9d48353b07
LN-000302,B-00430,ARM,Debt consolidation,2018-03-18,2023-03-18,493000.00,403453.96,4.7730,60,9252.33,CURRENT,0,2026-07-03,TX,57062,,A,1 year,<50k,618000.00,SVC-04,SVC-04 Servicing LLC,2026-07-20T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,fe48e84aff0fa1b23319ed99276b9accd9434ce14711fed1e5e700c728828f7b
LN-000303,B-00226,FIXED,Home improvement,2016-01-08,2046-01-08,623000.00,522854.22,4.1170,360,3016.47,CURRENT,0,2026-06-25,CA,16198,819,B+,5 years,75-100k,988000.00,SVC-01,SVC-01 Servicing LLC,2026-07-08T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,bdbf780ef1bad522d073d74573b5c3af4d8d7f1ee497652b46fca6939d618774
LN-000304,B-00064,HELOC,Home improvement,2022-09-16,2052-09-16,149000.00,68969.80,8.1350,360,1107.36,CURRENT,0,2026-06-12,TN,26549,613,A-,1 year,100-150k,189000.00,SVC-04,SVC-04 Servicing LLC,2026-07-22T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,68a8f1c81227e2c0775307397d9f63363cf851fa4994cdc1bc0d2528844e3e0d
LN-000305,B-00169,AUTO,Cash-out refi,2029-12-17,2022-12-17,216000.00,148548.84,6.8220,84,3241.26,CURRENT,0,2026-05-27,PA,76617,772,C,2 years,100-150k,248000.00,SVC-01,SVC-01 Servicing LLC,2026-07-07T00:00:00.000Z,COMPLETE,BLACKKNIGHT,REJECTED,1,28b7b2e2ce3c9cfc32a49497be1535b759c434c5a81242fc95adccbe3e79aead
LN-000306,B-00101,FIXED,Refinance,2024-08-28,2054-08-28,49500.00,41811.73,4.8730,360,261.90,CURRENT,0,2026-06-25,GA,93264,,A,10+ years,<50k,77000.00,SVC-01,SVC-01 Servicing LLC,2026-07-16T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,2,0c6c0943d03c64944d9ad93ce4e3841a159db8fde723661d0d9302c0a909f062
LN-000307,B-00251,FIXED,Refinance,2021-11-09,2041-11-09,571000.00,269620.01,6.6580,240,4310.50,CURRENT,0,2026-07-11,,39079,673,C+,2 years,150-250k,714000.00,SVC-03,SVC-03 Servicing LLC,2026-07-26T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,5a61fd7e40299762d20ef62e515a90f66c8e3d06d47886d37ca06738270a800e
LN-000308,B-00096,FIXED,Cash-out refi,2015-04-28,2025-04-28,258500.00,202389.60,5.7280,120,2834.70,CURRENT,0,2026-06-19,TN,75010,620,A,3 years,150-250k,411000.00,SVC-04,SVC-04 Servicing LLC,2026-07-21T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,b9be16f6d43a4650e5dae2f2962153363006aeef87312c2c66c12dcf3fba78d2
LN-000309,B-00031,FIXED,Debt consolidation,2017-07-04,2047-07-04,172500.00,80447.20,6.6730,360,1110.02,CURRENT,0,2026-07-10,WI,66012,616,B,2 years,50-75k,252000.00,SVC-01,SVC-01 Servicing LLC,2026-07-23T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,c3c9e6b5c56647de38406844613bafaa6287ad7735695b3dc1f05fca4b686640
LN-000310,B-00017,FIXED,Home improvement,2024-07-18,2054-07-18,465500.00,465500.00,6.1820,360,2845.61,CURRENT,0,2026-06-09,VA,18055,,C,1 year,<50k,678000.00,SVC-04,SVC-04 Servicing LLC,2026-07-19T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,2,0c8a7d99a20626a3189a4ac67244f2261241938b22a40474f76722dae26b47a5
LN-000311,B-00095,ARM,Home improvement,2019-11-26,2034-11-26,325500.00,206121.80,6.3410,180,2807.08,CURRENT,0,2026-07-10,GA,06742,702,B,7 years,75-100k,470000.00,,Servicing LLC,2026-07-31T00:00:00.000Z,PARTIAL,SHAWBROOK,VERIFIED,1,86e70597834fe945ee159112a0f3b3e916681f0ac753753488776a5ab0b2dfd4
LN-000312,B-00385,ARM,Cash-out refi,2020-11-19,2030-11-19,207000.00,191813.83,8.1540,120,2528.36,DELINQUENT,75,2026-06-11,CA,35305,806,B+,10+ years,75-100k,290000.00,SVC-02,SVC-02 Servicing LLC,2026-07-22T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,2,eb6250281f1928272b0d95942fb6c6b021732c881a3880fea240b9ab1b5fbd79
LN-000313,B-00139,FIXED,Cash-out refi,2023-10-11,2038-10-11,661000.00,410122.43,5.2600,180,5317.11,CURRENT,0,2026-06-15,TX,94674,644,B,1 year,250k+,952000.00,SVC-05,SVC-05 Servicing LLC,2026-07-17T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,c211d9fc727178b457425fe836f18d5105bba016f0c2f7eacd88fc8aa0e96fb4
LN-000314,B-00291,FIXED,Debt consolidation,2024-02-08,2054-02-08,652000.00,596597.95,4.7650,360,3407.04,CURRENT,0,2026-07-07,NY,68798,900,B+,1 year,75-100k,911000.00,SVC-06,SVC-06 Servicing LLC,2026-07-17T00:00:00.000Z,COMPLETE,SHAWBROOK,REJECTED,1,d83e8f41657a66c6b6b7d6cf0ffc3d0f019d67dba6a59110fd930d3ff0699917
LN-000315,B-00297,FIXED,Purchase,2021-12-27,2028-12-27,662000.00,378855.72,6.5560,84,9848.28,CURRENT,0,2026-06-21,WA,17271,612,C,3 years,250k+,871000.00,SVC-05,SVC-05 Servicing LLC,2026-07-19T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,9e38adc277548c72b1f387f3922105dc3eddcd3e3ce2aad003247e664910501f
LN-000316,B-00361,ARM,Home improvement,2021-08-24,2051-08-24,359000.00,329072.91,7.5160,360,2514.11,CURRENT,0,2026-07-25,NJ,33161,641,C,2 years,50-75k,443000.00,SVC-02,SVC-02 Servicing LLC,2026-07-30T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,edfb527c7224d5b9e06add7d27fd35cce5543651ae9a29056057807e133b590b
LN-000317,B-00359,ARM,Purchase,2019-12-02,2049-12-02,54000.00,25056.70,4.4540,360,272.14,CURRENT,0,2026-07-13,NC,02881,676,B,10+ years,250k+,70000.00,SVC-05,SVC-05 Servicing LLC,2026-07-21T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,dbb40335658e92f21fd29fb2ca266773fd9d39f7cf3c293ac8b5e524eba2f235
LN-000318,B-00409,ARM,Home improvement,2019-09-01,2039-09-01,621000.00,560618.21,5.0850,240,4127.54,CURRENT,0,2026-06-02,MI,66908,,B-,1 year,150-250k,745000.00,SVC-05,SVC-05 Servicing LLC,2026-07-09T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,e62936e2e7a64f63c590af27c430310f68b4a0f2630379a2b6c8696d182d9112
LN-000319,B-00324,ARM,Purchase,2024-05-06,2054-06-05,378000.00,315291.25,4.3140,360,1873.72,CURRENT,0,2025-09-22,MA,83960,617,B+,10+ years,150-250k,455000.00,SVC-02,SVC-02 Servicing LLC,2025-09-25T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,c96ff62c771e7a4704fb0252a778f49e934cd5143a69e745b48c2809af073799
LN-000320,B-00101,PERSONAL,Refinance,2024-11-16,2054-11-16,283000.00,167353.42,6.2140,360,1735.86,CURRENT,0,2026-07-03,IN,27830,721,C,< 1 year,75-100k,368000.00,SVC-04,SVC-04 Servicing LLC,2026-07-18T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,2,0ba05ee0f86b8b5ca5dcabd198649e6b44cc078629f79cd12a3a35a30c4931ca
LN-000321,B-00003,HELOC,Refinance,2017-12-09,2047-12-09,621500.00,559904.82,5.2060,360,3415.03,CURRENT,0,2026-06-24,WA,40614,677,A,2 years,250k+,798000.00,SVC-06,SVC-06 Servicing LLC,2026-07-14T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,6c64a59ee95a3e07aaf34d6cceb764ba3b70a9c3fe70355e50363389f1be8cf2
LN-000322,B-00344,ARM,Purchase,2022-03-25,2027-03-25,533000.00,275735.57,4.3130,60,9891.47,CURRENT,0,2026-06-16,VA,33523,,C+,7 years,100-150k,842000.00,SVC-01,SVC-01 Servicing LLC,2026-07-06T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,ea6fe13f83976aaf67d3c06df801878cc337c73c57e2d85ba7652f90f6fbeec5
LN-000323,B-00380,FIXED,Home improvement,2021-02-15,2036-02-15,575500.00,404636.82,5.3080,180,4643.89,CURRENT,0,2026-05-31,FL,64674,666,C,1 year,100-150k,800000.00,SVC-01,SVC-01 Servicing LLC,2026-07-12T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,afcfe164f302ea460c5de9f03e8d15c5ed4c16bf442de038daabfd294e712128
LN-000324,B-00181,ARM,Home improvement,2024-04-03,2034-04-03,356000.00,238777.65,8.1570,120,4348.85,DELINQUENT,45,2026-07-11,NC,24884,764,B+,< 1 year,150-250k,536000.00,SVC-05,SVC-05 Servicing LLC,2026-07-28T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,e8c07344792fb4329181933f3db387d0afd1dc5e15907e851d19ec178533b1be
LN-000325,B-00227,ARM,Refinance,2018-12-10,2048-12-10,728500.00,631718.52,5.3520,360,4068.95,CURRENT,0,2026-06-16,IN,62188,819,B,7 years,100-150k,1011000.00,SVC-05,SVC-05 Servicing LLC,2026-07-27T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,2,e113e66d6d6c89393978b39ea1c5ae169559e954a7346389c3d4a03095446268
LN-000326,B-00285,AUTO,Cash-out refi,2019-09-02,2039-02-09,191500.00,170534.05,5.9300,240,1364.24,CURRENT,0,2026-07-15,NJ,09021,,B+,3 years,100-150k,261000.00,SVC-03,SVC-03 Servicing LLC,2026-07-17T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,688557bd819874d50409b697da5bc430ec7ab15176b7645c30623e026f29f777
LN-000327,B-00088,FIXED,Refinance,2018-11-01,2048-11-01,327000.00,270019.24,6.1880,360,2000.23,CURRENT,0,2026-07-24,MA,83689,607,A-,7 years,250k+,475000.00,SVC-01,SVC-01 Servicing LLC,2026-07-26T00:00:00.000Z,COMPLETE,ENCOMPASS,VERIFIED,1,ffd74ab20eb9a4a2334740f7ee9fd59b7f15f7ddf59a1074948a43b5bb352a3c
LN-000328,B-00336,ARM,Purchase,2018-06-28,2038-06-28,552500.00,406119.06,6.9620,240,4270.93,CURRENT,0,2026-06-07,AZ,09392,687,B,7 years,250k+,609000.00,SVC-01,SVC-01 Servicing LLC,2026-07-12T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,fafa0a7c1c6cec8d5dbb59091830563c975ac6437c0fc999d3d72658842d9561
LN-000329,B-00439,AUTO,Cash-out refi,2017-07-13,2032-07-13,129500.00,76314.16,7.9260,180,1232.04,CURRENT,0,2026-06-19,NJ,04042,598,C,< 1 year,50-75k,181000.00,SVC-03,SVC-03 Servicing LLC,2026-07-10T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,4b0f8547393a7bec05960a4a46c1c2c4b929d0c10a4a47b1490ab891d2fcdf59
LN-000330,B-00253,ARM,Refinance,2018-06-03,2048-06-03,712000.00,342146.66,7.2400,360,4852.27,CURRENT,0,2026-07-09,PA,26529,,A-,2 years,75-100k,973000.00,SVC-03,SVC-03 Servicing LLC,2026-07-31T00:00:00.000Z,MISSING,ENCOMPASS,REJECTED,1,dcfce0bd4b696f1c5b1e4cca4cc4ec18beabad53e31352c633e2f9f035747dd7
LN-000331,B-00375,FIXED,Debt consolidation,2017-10-08,2037-10-08,789500.00,627677.11,4.4130,240,4957.77,DELINQUENT,15,2026-06-03,MO,28184,761,A,5 years,150-250k,1178000.00,SVC-02,SVC-02 Servicing LLC,2026-07-15T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,2,e6e7e6fd316639f273ac1d63026b5750365465978a9c40c574d8548089b5642d
LN-000332,B-00206,AUTO,Refinance,2022-03-13,2032-03-13,80500.00,,7.2500,120,1026.91,DEFAULT,90,2026-06-16,MO,93026,750,A-,7 years,50-75k,110000.00,SVC-01,SVC-01 Servicing LLC,2026-07-25T00:00:00.000Z,COMPLETE,FISERV,REJECTED,1,35065a35442486d93a616eb34a9a18992ba2c55f2b1406e7104a7731c0d3126f
LN-000333,B-00324,FIXED,Cash-out refi,2021-06-01,2031-06-01,205500.00,105581.94,4.5650,120,2136.21,CURRENT,0,2026-07-20,WA,31074,589,C+,7 years,250k+,244000.00,SVC-01,SVC-01 Servicing LLC,2026-07-22T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,4c354279b6faa15fe72a463c5269fa6b0f3ae99631a9854bbaab1c140ff7ed77
LN-000334,B-00190,HELOC,Refinance,2016-05-01,2026-05-01,402000.00,212188.08,4.5770,120,4181.20,CURRENT,0,2026-07-02,NC,13211,,B+,< 1 year,75-100k,547000.00,SVC-06,SVC-06 Servicing LLC,2026-07-27T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,f965ac32b0baeb4f28221c37c33055d5fbc0188da3999b206b6814fa33975fdc
LN-000335,B-00274,HELOC,Cash-out refi,1900-01-01,2021-04-13,471000.00,349859.79,4.8840,60,8863.34,CURRENT,0,2026-06-20,CA,29775,611,A,1 year,<50k,645000.00,SVC-06,SVC-06 Servicing LLC,2026-07-07T00:00:00.000Z,COMPLETE,BLACKKNIGHT,VERIFIED,1,c6741100512ca7a5fa5d8f77315485a350c0350f0cf5a17b2004eb5636ec2ab1
LN-000336,B-00358,FIXED,Cash-out refi,2018-12-12,2048-12-12,747000.00,432269.90,7.9380,360,5448.97,CURRENT,0,2026-06-29,MO,32229,803,A-,5 years,<50k,844000.00,SVC-01,SVC-01 Servicing LLC,2026-07-28T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,2,566d57f4a63df2bb1b5b6ad3e98f43a290ed92476f376ca6f4591593590aeae9
LN-000337,B-00342,AUTO,Debt consolidation,,2048-11-20,408500.00,286607.48,6.4470,360,2567.78,CURRENT,0,2026-06-23,MD,60101,751,B+,< 1 year,100-150k,463000.00,SVC-05,SVC-05 Servicing LLC,2026-07-11T00:00:00.000Z,COMPLETE,ENCOMPASS,REJECTED,1,dd8b459b85654396873b7f956333b08ffe46c35b595eebdb5f05f8366d040951
LN-000338,B-00162,AUTO,Cash-out refi,2022-01-12,2029-01-12,533000.00,307923.25,6.2740,84,7856.56,CURRENT,0,2026-06-09,IL,24079,,B+,7 years,<50k,681000.00,SVC-01,SVC-01 Servicing LLC,2026-07-15T00:00:00.000Z,COMPLETE,SHAWBROOK,VERIFIED,1,d801951937379d3463b33f0387ace33795939b11c452d07d0cbc659d8d06c7c6
LN-000339,B-00183,AUTO,Purchase,2016-06-19,2046-06-19,314500.00,212385.51,5.2280,360,1732.40,CURRENT,0,2026-07-03,IN,50949,808,B,10+ years,<50k,453000.00,SVC-03,SVC-03 Servicing LLC,2026-07-15T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,f581e9e2cbeb78fb5654408e218ee6cd6dd4d1a01bbf8ba5d2bb7869929f4bc2
LN-000340,B-00436,FIXED,Cash-out refi,2019-04-09,2029-04-09,258000.00,166565.11,4.3810,120,2659.10,CURRENT,0,2026-07-07,,50761,711,A-,7 years,<50k,408000.00,SVC-04,SVC-04 Servicing LLC,2026-07-16T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,d9bd147c0ec81fd831f0a640247865eb1236f7c3c57a70ca4b81cca8aa6bda58
LN-000341,B-00090,ARM,Home improvement,2018-02-21,2028-02-21,179500.00,103761.66,3.8720,120,1806.45,CURRENT,0,2026-07-15,MD,47814,732,A-,< 1 year,100-150k,200000.00,SVC-03,SVC-03 Servicing LLC,2026-07-28T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,d66301cf4082cbeff77b372c20c9f13003fd04a65f6a560922e8c57b16f10d15
LN-000342,B-00025,PERSONAL,Debt consolidation,2016-02-07,2046-02-07,145000.00,0.00,7.8820,360,1052.06,PAID_OFF,0,2026-07-11,GA,21783,,C,3 years,150-250k,191000.00,SVC-06,SVC-06 Servicing LLC,2026-07-12T00:00:00.000Z,PARTIAL,SHAWBROOK,VERIFIED,2,e46ccff3c64f69c236fa76942bb0904790025cd2af8fa7f84306b90cb08a1b8c
LN-000343,B-00345,FIXED,Home improvement,2015-03-01,2020-03-01,630000.00,509868.63,5.3370,60,11986.39,CURRENT,0,2026-06-26,IN,14087,767,B+,5 years,150-250k,834000.00,SVC-01,SVC-01 Servicing LLC,2026-07-17T00:00:00.000Z,COMPLETE,FISERV,VERIFIED,1,a9828ac41d4385377f11fc783d7a283c86d45a9b6cdcc58150bd8315555aa92d
LN-000344,B-00028,AUTO,Purchase,2017-10-17,2037-10-17,114000.00,89020.71,5.4330,240,779.88,DEFAULT,120,2026-06-08,NY,27920,772,C+,10+ years,250k+,170000.00,SVC-02,SVC-02 Servicing LLC,2026-07-19T00:00:00.000Z,COMPLETE,LEGACY-AS400,VERIFIED,1,b577cdc963827e053ee725f2098af067518dcaedfc406a6329c5300b21a0f3bd
