Loan No,Borrower ID,Product,Purpose,Orig Dt,Mat Dt,Orig Bal ($),Curr Bal ,Int Rate,Term,P&I,Status,DPD,Last Paid,Prop St,Zip,FICO,Grade,Emp Length,Income Band,Col_17,Svcr,Servicer Name,As Of,Source System,Pool Cd,Notes
LN-000385,B-00017,Adjustable Rate,Cash-out refi,11/19/2021,11/19/2051,"$822,000.00","$664,000.45",0.04465,360,4147.88,Current,0,2026-06-15,MD,07975,900,B,10+ years,75-100k,1153000,SVC-05,SVC-05 Servicing LLC,2026-07-06,BLACKKNIGHT,P-2024-A,
LN-000386,B-00216,Auto,Debt consolidation,05/01/2018,05/01/2028,"$434,500.00",243377.46,0.07947,120,5259.52,Current,0,2026-07-18,TN,49506,,A,1 year,<50k,543000,SVC-02,SVC-02 Servicing LLC,2026-07-22,LEGACY-AS400,P-2024-B,see servicing file
LN-000387,B-00279,Personal,Home improvement,10/24/2022,10/24/2037,"$589,500.00",299245.24,0.04934,180,4641.49,Current,0,2026-07-11,MA,35868,642,C,< 1 year,100-150k,720000,SVC-06,SVC-06 Servicing LLC,2026-07-22,BLACKKNIGHT,P-2023-C,see servicing file
LN-000388,B-00268,Fixed,Refinance,09/16/2021,09/16/2031,"$514,500.00",378037.90,0.06631,120,5876.39,Current,0,2026-06-22,IN,85015,638,C,1 year,<50k,628000,SVC-04,SVC-04 Servicing LLC,2026-07-22,BLACKKNIGHT,P-2024-A,modified 2023
LN-000389,B-00202,Adjustable Rate,Purchase,02/27/2019,02/27/2039,"$711,500.00",462767.71,0.05488,240,4889.50,Current,0,2026-07-07,IL,87125,754,B-,7 years,<50k,985000,SVC-02,SVC-02 Servicing LLC,2026-07-12,SHAWBROOK,P-2023-C,
LN-000390,B-00307,Adjustable Rate,Debt consolidation,01/27/2019,01/27/2026,"$509,500.00",384010.40,0.07051,84,7702.43,Current,0,2026-07-06,MA,73258,,B-,5 years,<50k,593000,SVC-02,SVC-02 Servicing LLC,2026-07-07,LEGACY-AS400,P-2024-B,see servicing file
LN-000391,B-00109,Adjustable Rate,Purchase,07/25/2018,07/25/2048,"$644,500.00",523427.44,0.05247,360,3557.76,Current,0,2026-06-23,MO,06511,781,C+,5 years,100-150k,717000,SVC-06,SVC-06 Servicing LLC,2026-07-28,SHAWBROOK,P-2023-C,refi
LN-000392,B-00203,ARM,Home improvement,06/23/2024,06/23/2031,"$642,500.00",566997.55,0.05374,84,9194.38,Current,0,2026-07-07,MO,45905,791,B,3 years,<50k,761000,SVC-03,SVC-03 Servicing LLC,2026-07-13,SHAWBROOK,P-2024-B,
LN-000393,B-00072,Personal,Home improvement,10/01/2022,10/01/2042,"$416,000.00","$371,298.73",0.07975,240,3473.12,Current,0,2026-07-16,WA,38606,609,A,< 1 year,150-250k,587000,SVC-05,SVC-05 Servicing LLC,2026-07-28,SHAWBROOK,P-2024-B,
LN-000394,B-00331,Auto,Refinance,05/26/2024,05/26/2044,"$269,500.00",195776.24,0.06373,240,1989.22,Current,0,2026-07-03,FL,31504,,C+,5 years,<50k,324000,SVC-06,SVC-06 Servicing LLC,2026-07-28,SHAWBROOK,P-2024-A,
LN-000395,B-00019,ARM,Home improvement,03/14/2016,03/14/2046,"$836,500.00",451987.12,0.06564,360,5322.51,Paid Off,45,2026-05-28,WI,45433,598,B,2 years,<50k,925000,SVC-03,SVC-03 Servicing LLC,2026-07-11,FISERV,P-2024-B,see servicing file
LN-000396,B-00093,ARM,Debt consolidation,10/26/2015,10/26/2045,"$92,500.00",63880.75,0.04923,360,492.22,Current,0,2026-06-27,AZ,67521,674,B+,10+ years,50-75k,103000,SVC-02,SVC-02 Servicing LLC,2026-07-22,BLACKKNIGHT,P-2023-C,refi
LN-000397,B-00179,Adjustable Rate,Home improvement,08/02/2015,08/02/2035,"$79,000.00",42782.16,0.07472,240,635.07,Current,0,2025-11-09,WA,77055,716,A,< 1 year,<50k,95000,SVC-02,SVC-02 Servicing LLC,2025-12-11,LEGACY-AS400,P-2023-C,escrow waived
LN-000398,B-00201,Fixed,Refinance,12/28/2026,12/28/2019,"$707,000.00",399974.58,0.05003,84,9993.67,Current,0,2026-06-27,AZ,59137,,A-,5 years,75-100k,1101000,SVC-01,SVC-01 Servicing LLC,2026-07-08,LEGACY-AS400,P-2024-B,escrow waived
LN-000399,B-00187,Adjustable Rate,Home improvement,02/13/2017,02/13/2027,"$806,500.00",763141.52,0.04504,120,8359.99,Current,0,2026-06-07,IN,66830,592,B+,1 year,75-100k,1271000,SVC-06,SVC-06 Servicing LLC,2026-07-21,BLACKKNIGHT,P-2023-C,see servicing file
LN-000400,B-00454,ARM,Purchase,04/19/2017,04/19/2047,"$356,000.00",270442.01,0.06630,360,2280.68,Current,0,2026-06-22,WI,19910,657,B+,3 years,100-150k,455000,SVCX,SVCX Servicing LLC,2026-07-21,ENCOMPASS,P-2024-A,escrow waived
LN-000401,B-00116,HELOC,Cash-out refi,10/01/2018,10/01/2048,"$285,000.00","$205,551.87",0.05230,360,1570.25,Current,0,2026-07-03,NC,26472,817,C+,7 years,100-150k,335000,SVC-01,SVC-01 Servicing LLC,2026-07-24,FISERV,P-2023-C,see servicing file
LN-000402,B-00322,Personal,Cash-out refi,04/28/2021,04/28/2026,"$495,500.00",245275.80,0.04975,60,9345.02,Current,0,2026-07-16,MI,85594,,B-,1 year,50-75k,762000,SVC-04,SVC-04 Servicing LLC,2026-07-22,ENCOMPASS,P-2024-A,
LN-000403,B-00173,Fixed,Debt consolidation,12/20/2024,12/20/2044,"$47,500.00",28040.78,0.06160,240,344.70,Current,0,2026-06-29,CA,56710,729,B+,5 years,100-150k,56000,SVC-03,SVC-03 Servicing LLC,2026-07-24,LEGACY-AS400,P-2024-B,
LN-000404,B-00047,Auto,Debt consolidation,09/03/2018,09/03/2023,"$554,000.00",346761.52,0.05485,60,10578.21,Current,0,2026-06-22,WA,69354,643,A-,2 years,50-75k,854000,SVC-01,SVC-01 Servicing LLC,2026-07-14,LEGACY-AS400,P-2023-C,modified 2023
LN-000405,B-00054,ARM,Cash-out refi,04/10/2022,04/10/2052,"$194,500.00",152951.98,0.06992,360,1292.97,Current,0,2026-06-08,MA,54187,796,C+,7 years,250k+,270000,SVC-06,SVC-06 Servicing LLC,2026-07-16,ENCOMPASS,P-2024-B,
LN-000406,B-00269,Fixed,Home improvement,06/12/2020,06/12/2027,"$229,000.00",143430.28,0.04462,84,3179.09,Current,0,2026-06-12,XX,49291,,C,< 1 year,50-75k,320000,SVC-05,SVC-05 Servicing LLC,2026-07-26,BLACKKNIGHT,P-2023-C,modified 2023
LN-000407,B-00134,Fixed Rate,Debt consolidation,11/24/2018,11/24/2048,"$727,000.00",341120.25,0.05236,360,4008.22,Current,0,2026-06-26,MA,27096,591,C+,10+ years,<50k,1036000,SVC-06,SVC-06 Servicing LLC,2026-07-07,FISERV,P-2024-A,
LN-000408,B-00257,Auto,Debt consolidation,09/07/2016,09/07/2023,"$424,000.00",286183.62,0.07962,84,6600.53,Default,120,2026-07-08,NJ,68452,712,B+,7 years,<50k,517000,SVC-06,SVC-06 Servicing LLC,2026-07-08,ENCOMPASS,P-2024-B,modified 2023
LN-000409,B-00219,HELOC,Refinance,10/12/2024,10/12/2054,"$767,500.00","$638,078.47",0.07976,360,5618.81,Current,0,2026-06-26,TN,52524,581,A-,2 years,<50k,1100000,SVC-06,SVC-06 Servicing LLC,2026-07-21,BLACKKNIGHT,P-2024-B,refi
LN-000410,B-00184,Fixed Rate,Home improvement,02/07/2021,02/07/2041,"$593,500.00",320580.57,0.05699,240,4432.89,Current,0,2026-06-12,MA,47245,,C+,7 years,100-150k,856000,SVC-01,SVC-01 Servicing LLC,2026-07-17,SHAWBROOK,P-2023-C,
LN-000411,B-00333,ARM,Refinance,11/28/2019,11/28/2039,"$545,500.00",435749.13,0.04959,240,3587.71,Current,0,2026-06-21,MO,21861,757,B+,5 years,250k+,663000,SVC-06,SVC-06 Servicing LLC,2026-07-27,LEGACY-AS400,P-2024-A,modified 2023
LN-000412,B-00334,Fixed Rate,Debt consolidation,04/20/2021,04/20/2051,"$178,000.00",153221.91,0.05703,360,1033.45,Current,0,2026-07-17,AZ,87682,810,B+,1 year,250k+,223000,SVC-01,SVC-01 Servicing LLC,2026-07-23,ENCOMPASS,P-2023-C,see servicing file
LN-000413,B-00230,Adjustable Rate,Refinance,01/01/2015,01/01/2020,"$619,000.00",348220.11,0.06661,60,12158.18,Current,0,2026-06-30,TN,96969,678,B-,7 years,100-150k,861000,SVC-06,SVC-06 Servicing LLC,2026-07-08,ENCOMPASS,P-2024-B,
LN-000414,B-00419,Fixed Rate,Home improvement,03/24/2024,03/24/2031,"$425,500.00",257100.38,0.04128,84,5841.18,Current,0,2026-06-07,WI,29997,,B-,5 years,<50k,492000,SVC-01,SVC-01 Servicing LLC,2026-07-10,SHAWBROOK,P-2024-B,
LN-000415,B-00398,Adjustable Rate,Debt consolidation,07/15/2017,07/15/2047,"$188,000.00",137457.06,0.04284,360,928.59,Current,0,2026-07-01,WA,48256,772,B,2 years,150-250k,239000,SVC-05,SVC-05 Servicing LLC,2026-07-22,BLACKKNIGHT,P-2024-A,
LN-000416,B-00034,ARM,Debt consolidation,10/26/2018,10/26/2025,"$63,500.00",38217.02,0.04026,84,868.73,Current,0,2026-06-25,MD,94170,800,A-,< 1 year,75-100k,93000,SVC-06,SVC-06 Servicing LLC,2026-07-30,FISERV,P-2023-C,
LN-000417,B-00161,Personal,Purchase,12/21/2024,12/21/2031,"$76,000.00","$54,166.96",0.05982,84,1109.59,Current,0,2026-06-16,NY,24722,632,C,7 years,250k+,111000,SVC-04,SVC-04 Servicing LLC,2026-07-08,BLACKKNIGHT,P-2023-C,
LN-000418,B-00338,Adjustable Rate,Debt consolidation,10/25/2022,10/25/2052,"$287,000.00",143907.26,0.08026,360,2111.11,Current,0,2026-06-01,CA,19644,,B+,1 year,100-150k,453000,SVC-06,SVC-06 Servicing LLC,2026-07-07,FISERV,P-2023-C,
LN-000419,B-00412,Fixed Rate,Cash-out refi,31/04/2023,03/06/2050,"$805,000.00",445278.27,0.05326,360,4483.21,Current,0,2026-06-23,MD,49903,798,C,< 1 year,150-250k,1120000,SVC-04,SVC-04 Servicing LLC,2026-07-20,BLACKKNIGHT,P-2024-B,escrow waived
LN-000420,B-00119,Personal,Cash-out refi,07/24/2018,07/24/2025,"$255,500.00",127314.99,0.06278,84,3766.63,Default,90,2026-06-20,NJ,46408,710,C,7 years,250k+,306000,SVC-02,SVC-02 Servicing LLC,2026-07-09,LEGACY-AS400,P-2023-C,escrow waived
LN-000421,B-00097,Personal,Debt consolidation,06/12/2020,06/12/2035,"$517,000.00",576659.28,0.07482,180,4787.37,Current,0,2026-06-20,NC,37017,755,B+,7 years,150-250k,757000,SVC-03,SVC-03 Servicing LLC,2026-07-10,ENCOMPASS,P-2023-C,
LN-000422,B-00262,Fixed,Debt consolidation,05/04/2019,05/04/2029,"$182,500.00",134078.85,0.04845,120,1921.90,Current,0,2026-06-10,WI,75821,,A,10+ years,100-150k,241000,SVC-06,SVC-06 Servicing LLC,2026-07-06,BLACKKNIGHT,P-2024-A,escrow waived
LN-000423,B-00296,Auto,Debt consolidation,01/23/2018,01/23/2048,"$589,000.00",446244.86,0.07586,360,4153.11,Current,0,2026-07-01,TN,99510,603,B,3 years,100-150k,868000,SVC-04,SVC-04 Servicing LLC,2026-07-25,BLACKKNIGHT,P-2023-C,
LN-000424,B-00032,HELOC,Refinance,12/05/2021,12/05/2051,"$647,000.00",569833.80,0.07195,360,4389.57,Current,0,2026-07-19,NC,53053,723,B-,1 year,100-150k,880000,SVC-04,SVC-04 Servicing LLC,2026-07-26,ENCOMPASS,P-2023-C,
LN-000425,B-00222,Auto,Purchase,02/13/2023,02/13/2038,"$589,000.00","$509,744.78",0.07730,180,5537.37,Current,0,2026-07-03,FL,10345,645,A,3 years,150-250k,681000,SVC-02,SVC-02 Servicing LLC,2026-07-18,FISERV,P-2024-A,escrow waived
LN-000426,B-00253,HELOC,Refinance,11/28/2019,11/28/2049,"$160,500.00",136111.38,0.08038,360,1181.95,Current,0,2026-06-04,MA,45073,,B-,3 years,50-75k,227000,SVC-02,SVC-02 Servicing LLC,2026-07-07,LEGACY-AS400,P-2024-B,see servicing file
LN-000427,B-00103,Adjustable Rate,Home improvement,03/06/2024,03/06/2044,"$309,000.00",179412.16,0.04036,240,1878.35,Current,0,2026-06-15,VA,04417,785,A-,2 years,75-100k,351000,SVC-01,SVC-01 Servicing LLC,2026-07-13,SHAWBROOK,P-2024-B,refi
LN-000428,B-00431,Personal,Purchase,05/10/2018,05/10/2023,"$118,000.00",65258.14,0.06636,60,2316.33,Current,0,2026-06-17,IN,28371,800,C+,5 years,50-75k,132000,SVC-04,SVC-04 Servicing LLC,2026-07-30,LEGACY-AS400,P-2024-A,modified 2023
LN-000429,B-00035,HELOC,Purchase,08/10/2024,08/10/2039,"$45,500.00",42152.45,0.06740,180,402.38,Current,0,2026-07-09,AZ,09687,649,C,2 years,250k+,65000,SVC-04,SVC-04 Servicing LLC,2026-07-21,LEGACY-AS400,P-2023-C,escrow waived
LN-000430,B-00028,Personal,Refinance,11/19/2023,11/19/2030,"$658,000.00",499250.53,0.06136,84,9655.39,Current,0,2026-07-09,AZ,50398,,A,7 years,100-150k,928000,SVC-02,SVC-02 Servicing LLC,2026-07-21,SHAWBROOK,P-2024-B,
LN-000431,B-00200,Fixed Rate,Purchase,11/26/2022,11/26/2032,"$74,000.00",58301.83,0.06916,120,856.00,Current,0,2026-07-04,MI,52385,762,B-,2 years,75-100k,101000,SVC-05,SVC-05 Servicing LLC,2026-07-10,BLACKKNIGHT,P-2024-B,see servicing file
LN-000432,B-00246,ARM,Home improvement,02/22/2019,02/22/2049,"$583,000.00",383941.42,0.08046,360,4296.56,Current,0,2026-07-26,IL,38409,739,A,2 years,100-150k,656000,SVC-04,SVC-04 Servicing LLC,2026-07-29,FISERV,P-2024-B,see servicing file
LN-000433,B-00214,HELOC,Home improvement,10/23/2019,10/23/2024,"$624,000.00","$384,716.26",0.05661,60,11965.55,Current,0,2026-06-09,WA,26550,691,B+,< 1 year,75-100k,738000,SVC-03,SVC-03 Servicing LLC,2026-07-06,BLACKKNIGHT,P-2024-A,modified 2023
LN-000434,B-00289,HELOC,Debt consolidation,12/10/2015,12/10/2020,"$614,500.00",320150.52,0.03774,60,11254.39,Current,0,2026-07-16,OH,48853,,C,7 years,75-100k,972000,SVC-05,SVC-05 Servicing LLC,2026-07-22,SHAWBROOK,P-2024-A,refi
LN-000435,B-00312,Personal,Cash-out refi,09/26/2023,09/26/2030,"$436,000.00",260415.28,0.07058,84,6592.78,Default,120,2026-06-27,NJ,19982,805,C,< 1 year,150-250k,594000,SVC-02,SVC-02 Servicing LLC,2026-07-29,BLACKKNIGHT,P-2024-A,see servicing file
LN-000436,B-00048,Adjustable Rate,Debt consolidation,06/24/2016,06/24/2036,"$296,000.00",153192.80,0.04230,240,1998.66,Current,0,2025-08-17,FL,06263,807,A-,3 years,75-100k,365000,SVC-02,SVC-02 Servicing LLC,2025-08-20,FISERV,P-2024-A,
LN-000358,B-00232,ARM,Refinance,11/04/2024,11/04/2054,"$688,500.00",509058.90,0.05943,360,4102.71,Default,90,2026-07-01,NY,53546,671,B,3 years,150-250k,960000,SVC-05,SVC-05 Servicing LLC,2026-07-19,LEGACY-AS400,P-2023-C,
LN-000438,B-00339,Personal,Purchase,12/03/2022,12/03/2037,"$338,500.00",260092.58,0.04342,180,2562.25,Current,0,2026-07-04,IN,82591,,C,< 1 year,75-100k,468000,SVC-01,SVC-01 Servicing LLC,2026-07-27,SHAWBROOK,P-2024-A,see servicing file
LN-000439,B-00244,Fixed Rate,Purchase,08/20/2024,08/20/2054,"$632,500.00",321202.13,0.04584,360,3236.43,Current,0,2026-06-27,XX,64652,682,C+,1 year,50-75k,849000,SVC-06,SVC-06 Servicing LLC,2026-07-12,LEGACY-AS400,P-2024-A,
LN-000440,B-00021,Fixed Rate,Purchase,03/21/2022,03/21/2029,"$202,000.00",151709.72,0.04032,84,2764.08,Current,0,2026-07-16,MD,95344,592,A-,7 years,75-100k,274000,SVC-06,SVC-06 Servicing LLC,2026-07-22,ENCOMPASS,P-2023-C,modified 2023
LN-000441,B-00280,ARM,Home improvement,09/09/2024,09/09/2039,"$122,000.00","$64,816.07",0.07291,180,1116.51,Current,0,2026-06-30,GA,26106,663,C+,3 years,100-150k,148000,SVC-05,SVC-05 Servicing LLC,2026-07-07,LEGACY-AS400,P-2024-A,
LN-000442,B-00456,Adjustable Rate,Purchase,05/28/2021,05/28/2026,"$363,500.00",181473.65,0.07627,60,7305.75,Current,0,2026-06-28,TX,21787,758,B+,< 1 year,<50k,519000,SVC-06,SVC-06 Servicing LLC,2026-07-07,SHAWBROOK,P-2024-A,refi
LN-000443,B-00459,Fixed Rate,Home improvement,07/10/2024,07/10/2054,"$732,500.00",456298.79,0.06099,360,4438.44,Current,0,2026-06-20,TN,25581,710,A-,< 1 year,250k+,826000,SVC-02,SVC-02 Servicing LLC,2026-07-23,FISERV,P-2024-B,escrow waived
LN-000444,B-00152,HELOC,Debt consolidation,04/17/2016,04/17/2026,"$152,000.00",139600.14,0.04382,120,1566.67,Current,0,2026-06-28,NC,49659,720,C+,5 years,50-75k,170000,SVC-06,SVC-06 Servicing LLC,2026-07-26,LEGACY-AS400,P-2023-C,
LN-000445,B-00072,Personal,Debt consolidation,08/04/2022,08/04/2037,"$174,000.00",107534.70,0.05027,180,1378.43,Current,0,2026-06-02,NJ,49456,814,B-,2 years,100-150k,245000,SVC-06,SVC-06 Servicing LLC,2026-07-09,FISERV,P-2024-B,
LN-000446,B-00153,Auto,Home improvement,10/06/2017,10/06/2032,"$688,500.00",534955.10,0.06315,180,5927.77,Current,0,2026-07-20,MI,46208,581,C,5 years,150-250k,844000,SVC-04,SVC-04 Servicing LLC,2026-07-31,SHAWBROOK,P-2023-C,refi
LN-000447,B-00426,Fixed,Debt consolidation,08/05/2023,08/05/2053,"$807,500.00",605132.10,0.04098,360,3900.89,Current,0,2026-06-16,MI,74312,635,C+,2 years,100-150k,1273000,SVC-06,SVC-06 Servicing LLC,2026-07-19,SHAWBROOK,P-2023-C,
LN-000448,B-00171,HELOC,Cash-out refi,02/25/2019,02/25/2049,"$320,000.00",186836.93,0.06203,360,1960.52,Current,0,2026-06-01,CA,70340,668,B,3 years,<50k,428000,SVC-03,SVC-03 Servicing LLC,2026-07-13,SHAWBROOK,P-2024-A,modified 2023
LN-000449,B-00266,Auto,Home improvement,11/17/2024,11/17/2031,"$188,500.00","$168,192.33",0.07394,84,2881.41,Current,0,2026-07-18,GA,14138,772,B+,10+ years,75-100k,296000,SVC-03,SVC-03 Servicing LLC,2026-07-23,FISERV,P-2023-C,refi
LN-000450,B-00422,HELOC,Purchase,07/11/2017,07/11/2024,"$204,000.00",160793.71,0.08034,84,3183.04,Current,0,2026-06-27,MI,18892,625,C,< 1 year,100-150k,292000,SVC-01,SVC-01 Servicing LLC,2026-07-31,SHAWBROOK,P-2024-A,
LN-000451,B-00186,ARM,Cash-out refi,12/21/2018,12/21/2048,"$249,000.00",233781.51,0.06435,360,1563.22,Current,0,2026-06-22,NY,83896,715,A-,2 years,75-100k,342000,SVC-05,SVC-05 Servicing LLC,2026-07-19,ENCOMPASS,P-2023-C,
LN-000452,B-00162,Fixed,Refinance,09/18/2019,09/18/2026,"$282,000.00",224314.13,0.05289,84,4024.17,Current,0,2026-06-16,IL,91749,759,C,7 years,100-150k,336000,SVC-02,SVC-02 Servicing LLC,2026-07-19,LEGACY-AS400,P-2024-B,modified 2023
LN-000453,B-00453,Fixed Rate,Refinance,02/03/2016,02/03/2026,"$360,000.00",292518.93,0.07277,120,4231.48,Current,0,2026-06-18,TX,92151,709,B+,3 years,150-250k,445000,SVC-05,SVC-05 Servicing LLC,2026-07-31,LEGACY-AS400,P-2024-B,
LN-000454,B-00324,Fixed,Cash-out refi,06/06/2024,06/06/2039,"$363,500.00",259844.41,0.06917,180,3250.40,Current,0,2026-06-26,NC,01462,656,C+,2 years,250k+,410000,SVC-03,SVC-03 Servicing LLC,2026-07-10,FISERV,P-2023-C,
LN-000455,B-00380,Fixed,Debt consolidation,04/28/2024,04/28/2031,"$826,500.00",441601.16,0.07029,84,12485.82,Current,0,2026-06-11,NJ,95184,709,B+,10+ years,250k+,1209000,SVC-05,SVC-05 Servicing LLC,2026-07-09,ENCOMPASS,P-2024-A,
LN-000456,B-00426,HELOC,Refinance,03/03/2018,03/03/2023,"$190,500.00",123690.40,0.05442,60,3633.67,Current,0,2026-06-03,NC,34598,805,A,10+ years,50-75k,243000,SVC-02,SVC-02 Servicing LLC,2026-07-17,FISERV,P-2023-C,refi
LN-000457,B-00438,ARM,Purchase,06/26/2022,06/26/2052,"$570,000.00","$366,143.09",0.03902,360,2689.16,Current,0,2026-07-09,IL,25912,593,A,2 years,50-75k,856000,SVC-02,SVC-02 Servicing LLC,2026-07-20,FISERV,P-2024-B,
LN-000458,B-00322,Personal,Purchase,04/09/2024,04/09/2031,"$89,500.00",43903.89,0.04850,84,1258.69,Delinquent,60,2026-07-08,GA,08036,674,A,7 years,50-75k,108000,SVC-03,SVC-03 Servicing LLC,2026-07-24,SHAWBROOK,P-2024-A,
LN-000459,B-00391,Fixed Rate,Cash-out refi,07/16/2019,07/16/2039,"$692,500.00",619422.02,0.05521,240,4771.84,Current,0,2026-07-04,FL,22774,697,B-,10+ years,<50k,988000,SVC-05,SVC-05 Servicing LLC,2026-07-08,FISERV,P-2023-C,
LN-000460,B-00089,Fixed,Debt consolidation,31/04/2023,12/13/2027,"$799,500.00",710181.40,0.04599,60,14941.11,Current,0,2026-06-18,WA,12330,810,B-,2 years,50-75k,1209000,SVC-05,SVC-05 Servicing LLC,2026-07-12,LEGACY-AS400,P-2024-A,
LN-000461,B-00128,Fixed,Refinance,03/19/2019,03/19/2049,"$95,500.00",78906.61,0.04308,360,473.05,Current,0,2026-07-02,MI,33097,751,C,2 years,<50k,135000,SVC-02,SVC-02 Servicing LLC,2026-07-11,BLACKKNIGHT,P-2023-C,
LN-000462,B-00437,HELOC,Purchase,05/27/2022,05/27/2052,"$542,500.00",299315.78,0.07839,360,4241.86,Current,0,2026-07-10,TX,77661,600,B+,1 year,150-250k,787000,SVC-04,SVC-04 Servicing LLC,2026-07-11,LEGACY-AS400,P-2023-C,
LN-000463,B-00167,Fixed,Cash-out refi,02/05/2022,02/05/2032,"$379,000.00",313068.18,0.07982,120,4594.71,Current,0,2026-06-15,TN,98887,743,B,2 years,250k+,533000,SVC-03,SVC-03 Servicing LLC,2026-07-09,LEGACY-AS400,P-2023-C,modified 2023
LN-000464,B-00169,Auto,Cash-out refi,01/07/2016,01/07/2021,"$239,000.00",149760.62,0.04950,60,4504.75,Current,0,2026-07-04,FL,40912,721,A,1 year,100-150k,303000,SVC-02,SVC-02 Servicing LLC,2026-07-15,FISERV,P-2024-A,
LN-000465,B-00466,ARM,Home improvement,08/26/2016,08/26/2026,"$674,000.00","$371,682.71",0.03959,120,6810.80,Current,0,2026-06-29,WA,48069,793,B+,10+ years,50-75k,1051000,SVC-06,SVC-06 Servicing LLC,2026-07-15,SHAWBROOK,P-2024-A,see servicing file
LN-000466,B-00353,Adjustable Rate,Purchase,09/21/2019,09/21/2049,"$172,000.00",110102.85,0.06586,360,1096.90,Current,0,2026-06-09,TX,17534,653,B+,7 years,100-150k,197000,SVC-05,SVC-05 Servicing LLC,2026-07-11,ENCOMPASS,P-2023-C,
LN-000467,B-00437,Fixed,Debt consolidation,09/21/2015,09/21/2030,"$183,000.00",156445.66,0.07634,180,1710.40,Current,0,2026-06-23,IL,50251,792,B-,1 year,250k+,233000,SVC-04,SVC-04 Servicing LLC,2026-07-18,LEGACY-AS400,P-2023-C,
LN-000468,B-00185,Personal,Cash-out refi,11/01/2023,11/01/2033,"$562,500.00",443307.96,0.04229,120,5756.46,Current,0,2026-07-24,VA,81797,811,A,10+ years,100-150k,649000,SVC-03,SVC-03 Servicing LLC,2026-07-30,BLACKKNIGHT,P-2023-C,modified 2023
LN-000469,B-00012,Fixed,Debt consolidation,08/18/2022,08/18/2027,"$755,500.00",587758.09,0.08111,60,15358.98,Current,0,2026-06-26,WI,83419,623,B,1 year,150-250k,1147000,SVC-01,SVC-01 Servicing LLC,2026-07-29,BLACKKNIGHT,P-2023-C,refi
LN-000470,B-00093,Auto,Refinance,03/02/2024,03/02/2029,"$114,000.00",105549.53,0.07456,60,2281.94,Current,0,2026-06-05,MI,37522,697,B-,10+ years,250k+,132000,SVC-01,SVC-01 Servicing LLC,2026-07-06,LEGACY-AS400,P-2024-B,
LN-000471,B-00023,HELOC,Debt consolidation,11/13/2024,11/13/2054,"$57,500.00",45868.85,0.06789,360,374.44,Current,0,2026-07-08,GA,31303,584,A,1 year,50-75k,65000,SVC-06,SVC-06 Servicing LLC,2026-07-30,FISERV,P-2023-C,
LN-000472,B-00100,Fixed Rate,Home improvement,03/27/2020,03/27/2050,"$636,000.00",542914.50,0.08035,360,4682.27,Current,0,2026-07-13,GA,36451,713,A-,3 years,250k+,770000,SVC-05,SVC-05 Servicing LLC,2026-07-24,BLACKKNIGHT,P-2024-B,see servicing file
LN-000473,B-00052,Fixed,Cash-out refi,03/08/2017,03/08/2047,"$315,000.00","$222,328.23",0.04458,360,1588.21,Default,120,2026-06-20,TX,02382,744,C+,3 years,<50k,386000,SVC-06,SVC-06 Servicing LLC,2026-07-19,FISERV,P-2024-B,escrow waived
LN-000474,B-00307,Personal,Debt consolidation,02/22/2021,02/22/2051,"$211,000.00",179848.59,0.05347,360,1177.86,Current,0,2026-07-04,WI,97031,793,B,2 years,50-75k,241000,SVC-05,SVC-05 Servicing LLC,2026-07-31,SHAWBROOK,P-2024-A,refi
LN-000475,B-00123,Personal,Cash-out refi,12/14/2021,12/14/2041,"$453,000.00",363439.16,0.06803,240,3458.74,Current,0,2026-07-14,IN,74665,602,A,< 1 year,250k+,565000,SVC-04,SVC-04 Servicing LLC,2026-07-28,FISERV,P-2024-B,
LN-000476,B-00230,Auto,Refinance,05/09/2024,05/09/2029,"$240,000.00",121271.08,0.08243,60,4894.29,Current,0,2026-05-30,MI,84490,644,B,< 1 year,<50k,382000,SVC-06,SVC-06 Servicing LLC,2026-07-13,FISERV,P-2024-B,
LN-000477,B-00412,Personal,Debt consolidation,07/05/2015,07/05/2045,"$478,500.00",238133.37,0.04397,360,2395.29,Delinquent,45,2026-07-05,MI,40690,803,B+,3 years,<50k,665000,SVC-06,SVC-06 Servicing LLC,2026-07-09,BLACKKNIGHT,P-2024-A,
LN-000478,B-00270,ARM,Cash-out refi,09/03/2024,09/03/2054,"$630,000.00",475400.11,0.03981,360,3000.82,Current,0,2026-07-07,VA,97199,594,A-,3 years,<50k,906000,SVC-03,SVC-03 Servicing LLC,2026-07-26,LEGACY-AS400,P-2024-B,
LN-000479,B-00424,Fixed,Cash-out refi,12/21/2020,12/21/2030,"$368,000.00",330585.67,0.08243,120,4512.25,Current,0,2026-07-05,NY,70096,702,A-,1 year,50-75k,582000,SVC-02,SVC-02 Servicing LLC,2026-07-11,FISERV,P-2023-C,
LN-000480,B-00356,ARM,Refinance,05/25/2016,05/25/2021,"$518,000.00",269529.94,0.07839,60,10463.30,Current,0,2026-07-11,NY,68111,680,B-,10+ years,75-100k,660000,SVC-05,SVC-05 Servicing LLC,2026-07-27,LEGACY-AS400,P-2024-A,escrow waived
